processed_m4620_ME11_HV0_test40_SRCoff_170717_162915_TMBCounters.txt																																													
alct0 valid pattern flag received	alct1 valid pattern flag received	raw hits readout   	Pretrigger   	Pretrigger on CFEB0	Pretrigger on CFEB1	Pretrigger on CFEB2	Pretrigger on CFEB3	Pretrigger on CFEB4	Pretrigger on CFEB5	Pretrigger on CFEB6	Pretrigger on ME1A CFEB 4-6 only	Pretrigger on ME1B CFEBs 0-3 only	Discarded, CLCT0 invalid pattern after drift	BX pretrig waiting for triads to dissipate	clct0 sent to TMB matching section	clct1 sent to TMB matching section	TMB accepted alct	TMB match reject event  	Matching found one ALCT	Matching found one CLCT	Matching found two ALCTs	Matching found two CLCTs	ALCT0 copied into ALCT1 to make 2nd LCT	CLCT0 copied into CLCT1 to make 2nd LCT	LCT1 has higher quality than LCT0 	Transmitted LCT0 to MPC	Transmitted LCT1 to MPC	MPC rejected both LCT0 and LCT1	L1A received   	L1A received, TMB in L1A window	L1A received, no TMB in window	TMB triggered, no L1A in window	TMB readouts completed	Pretrigger counter   	CLCT counter   	TMB trigger counter	ALCTs received counter	L1As received counter 	Readout counter 	Orbit counter	CLCT pre-trigger and ALCT coincidence counter	CFEB0 active flag sent to DMB for readout	CFEB1 active flag sent to DMB for readout	CFEB2 active flag sent to DMB for readout	CFEB3 active flag sent to DMB for readout
24825	630	2376	37770	13147	11874	12355	0	583	535	525	1609	36156	20037	81485	17733	446	17682	51	17157	17236	525	446	164	243	80	17682	689	17682	2380	2369	11	15313	2369	55833	17763	17684	27306	2380	2369	104815	0	0	0	0	0
19503	23	0	143432	39998	43429	53426	0	3053	2372	2329	7709	135722	143194	177667	238	2	36	202	33	34	3	2	0	1	0	36	3	36	0	0	0	36	0	199344	18001	17720	46824	2380	2369	509267	0	0	0	0	0
23963	645	2330	36812	12507	11558	12296	0	585	504	509	1559	35239	19787	79000	17025	438	16951	74	16400	16513	551	438	145	258	75	16951	696	16951	2335	2321	14	14630	2321	236242	35026	34671	70800	619	594	563638	0	0	0	0	0
19637	21	0	143362	39855	43338	53671	0	3063	2365	2312	7680	135682	143128	177438	234	0	36	198	35	36	1	0	0	1	0	36	1	36	0	0	0	36	0	379700	35260	34707	90444	619	594	968080	0	0	0	0	0
25068	698	2431	37472	13157	11774	12163	0	610	504	499	1566	35893	19774	81261	17698	450	17628	70	17039	17178	589	450	167	306	83	17628	756	17628	2439	2415	24	15213	2415	417258	52958	52335	115525	3058	3009	1022463	0	0	0	0	0
19488	25	0	143396	39784	43470	53787	0	2949	2356	2338	7589	135804	143175	177681	221	2	42	179	38	40	4	2	2	4	0	42	6	42	0	0	0	42	0	560744	53179	52377	135023	3058	3009	1426905	0	0	0	0	0
25612	686	2529	37905	13170	12048	12306	0	630	498	484	1570	36330	19783	82587	18122	475	18055	67	17468	17580	587	475	170	282	97	18055	757	18055	2535	2520	15	15535	2520	598731	71301	70432	160649	1497	1433	1481279	0	0	0	0	0
19755	27	0	143799	39946	43299	54030	0	3073	2414	2225	7661	136137	143522	178058	277	1	35	242	33	34	2	1	0	1	0	35	2	35	0	0	0	35	0	742602	71578	70467	180414	1497	1433	1885730	0	0	0	0	0
24734	675	2454	37280	12685	11904	12272	0	623	556	471	1602	35668	19819	80530	17461	443	17402	59	16814	16960	588	442	137	283	77	17402	725	17402	2461	2444	17	14958	2444	779966	89039	87869	205155	3958	3877	1940102	0	0	0	0	0
19583	20	0	144369	40608	43601	53589	0	3075	2499	2292	7793	136575	144136	178691	233	3	47	186	45	44	2	3	2	1	0	47	4	47	0	0	0	47	0	924411	89272	87916	224745	3958	3877	2344544	0	0	0	0	0
