processed_m4668_ME11_HV0_test40_SRCoff_170718_114637_TMBCounters.txt																																													
alct0 valid pattern flag received	alct1 valid pattern flag received	raw hits readout   	Pretrigger   	Pretrigger on CFEB0	Pretrigger on CFEB1	Pretrigger on CFEB2	Pretrigger on CFEB3	Pretrigger on CFEB4	Pretrigger on CFEB5	Pretrigger on CFEB6	Pretrigger on ME1A CFEB 4-6 only	Pretrigger on ME1B CFEBs 0-3 only	Discarded, CLCT0 invalid pattern after drift	BX pretrig waiting for triads to dissipate	clct0 sent to TMB matching section	clct1 sent to TMB matching section	TMB accepted alct	TMB match reject event  	Matching found one ALCT	Matching found one CLCT	Matching found two ALCTs	Matching found two CLCTs	ALCT0 copied into ALCT1 to make 2nd LCT	CLCT0 copied into CLCT1 to make 2nd LCT	LCT1 has higher quality than LCT0 	Transmitted LCT0 to MPC	Transmitted LCT1 to MPC	MPC rejected both LCT0 and LCT1	L1A received   	L1A received, TMB in L1A window	L1A received, no TMB in window	TMB triggered, no L1A in window	TMB readouts completed	Pretrigger counter   	CLCT counter   	TMB trigger counter	ALCTs received counter	L1As received counter 	Readout counter 	Orbit counter	CLCT pre-trigger and ALCT coincidence counter	CFEB0 active flag sent to DMB for readout	CFEB1 active flag sent to DMB for readout	CFEB2 active flag sent to DMB for readout	CFEB3 active flag sent to DMB for readout
61296	933	3148	157762	47163	48537	56644	0	2969	2559	2485	7891	149848	135907	238512	21855	527	21451	404	20714	20924	737	527	201	411	104	21451	938	21451	3157	3088	69	18363	3088	283097	22179	21466	92864	3157	3088	104801	0	0	0	0	0
268465	310	0	1075599	300672	326709	400725	0	21470	18624	17794	57443	1018123	1072783	1339262	2816	0	91	2725	91	91	0	0	0	0	0	91	0	91	0	0	0	91	0	1359862	24998	21557	361605	3157	3088	536233	0	0	0	0	0
60968	878	3076	157033	46818	47871	56805	0	2900	2579	2472	7853	149165	135527	237005	21506	450	21089	417	20408	20639	681	450	178	409	82	21089	859	21089	3083	3036	47	18053	3036	1517513	46506	42646	422705	2144	2028	590605	0	0	0	0	0
269667	342	0	1076289	300975	327236	399934	0	21865	18405	17969	57778	1018479	1073502	1340273	2787	0	84	2703	84	84	0	0	0	0	0	84	0	84	0	0	0	84	0	2594445	49293	42730	692543	2144	2028	1022047	0	0	0	0	0
64186	1015	3455	160221	48007	49348	57470	0	2939	2685	2479	7983	152212	136407	245576	23814	576	23429	385	22617	22854	812	575	202	439	120	23429	1014	23429	3470	3393	77	20036	3393	2755264	73108	66159	756891	1518	1325	1076420	0	0	0	0	0
269533	376	0	1074155	300454	326567	399390	0	21594	18642	17730	57478	1016626	1071344	1336745	2811	2	90	2721	88	89	2	1	0	1	1	90	2	90	0	0	0	90	0	3830054	75920	66249	1026594	1518	1325	1507851	0	0	0	0	0
59586	836	2836	156219	46470	47958	56282	0	2942	2518	2512	7889	148317	135808	233767	20411	456	20009	402	19356	19554	653	455	178	376	87	20009	831	20009	2841	2788	53	17221	2788	3986869	96332	86258	1086339	263	17	1562235	0	0	0	0	0
269828	346	0	1076789	300644	328087	400456	0	21784	18383	17849	57546	1019197	1073935	1340890	2854	0	81	2773	80	81	1	0	0	1	0	81	1	81	0	0	0	81	0	5064244	99186	86339	1356318	263	17	1993666	0	0	0	0	0
60934	887	2997	157188	46949	48136	56489	0	2916	2644	2486	7947	149221	135792	236697	21396	486	21008	388	20292	20523	716	485	184	415	89	21008	900	21008	3006	2951	55	18057	2951	5222062	120584	107347	1417410	3269	2968	2048039	0	0	0	0	0
270454	361	0	1076991	301233	327430	399948	0	21937	18549	18069	58074	1018860	1074103	1339819	2888	1	87	2801	84	86	3	1	0	2	1	87	3	87	0	0	0	87	0	6299680	123474	107434	1688018	3269	2968	2479470	0	0	0	0	0
60497	843	2979	156485	46618	47758	56598	0	2959	2578	2399	7844	148620	135646	234972	20839	470	20452	387	19786	19983	666	469	194	391	84	20452	860	20452	2988	2930	58	17522	2930	6456809	144316	127886	1748680	2161	1802	2533846	0	0	0	0	0
269517	341	0	1076013	300014	327340	400587	0	22044	18304	17904	57793	1018192	1073225	1340276	2788	0	94	2694	93	94	1	0	0	1	0	94	1	94	0	0	0	94	0	7533443	147108	127980	2018340	2161	1802	2965285	0	0	0	0	0
60095	886	2979	156243	46782	48148	55972	0	2909	2554	2458	7797	148416	135447	234285	20796	492	20367	429	19649	19875	718	492	165	391	90	20367	883	20367	2987	2934	53	17433	2934	7690319	167905	148347	2078575	1052	640	3019658	0	0	0	0	0
269002	322	0	1076071	300885	327639	399517	0	21912	18391	17893	57711	1018311	1073223	1339815	2848	1	111	2737	109	110	2	1	0	1	0	111	2	111	0	0	0	111	0	8766988	170754	148458	2347721	1052	640	3451089	0	0	0	0	0
60647	895	3002	156925	46920	47932	56793	0	2945	2476	2503	7824	149090	135678	236103	21247	477	20869	378	20156	20392	713	477	159	395	97	20869	872	20869	3012	2958	54	17911	2958	8924494	192003	169327	2408521	4064	3598	3505473	0	0	0	0	0
270768	377	0	1077528	301212	327650	401099	0	21496	18330	17911	57295	1020201	1074724	1341214	2804	3	98	2706	94	97	4	1	1	4	0	98	5	98	0	0	0	98	0	10002630	194807	169425	2679462	4064	3598	3936904	0	0	0	0	0
61702	934	3162	157611	47379	48267	56713	0	2917	2563	2411	7786	149806	135597	238500	22014	514	21611	403	20877	21097	734	514	211	431	99	21611	945	21611	3168	3103	65	18508	3103	10160834	216824	191036	2741322	3136	2605	3991276	0	0	0	0	0
268486	359	0	1075956	300388	327684	400248	0	21796	18401	17719	57468	1018434	1073193	1339333	2763	0	89	2674	88	89	1	0	0	1	0	89	1	89	0	0	0	89	0	11237420	219587	191125	3009960	3136	2605	4422708	0	0	0	0	0
60624	923	3067	157376	47000	48119	56756	0	3029	2496	2532	7963	149399	135822	237081	21554	533	21150	404	20406	20617	744	533	206	417	102	21150	950	21150	3073	3020	53	18130	3020	11395397	241142	212275	3070728	2113	1529	4477091	0	0	0	0	0
268984	354	0	1077000	301023	328105	400397	0	21663	18220	17762	57157	1019786	1074087	1340643	2913	3	104	2809	101	101	3	3	1	1	1	104	4	104	0	0	0	104	0	12472976	244057	212379	3339866	2113	1529	4908523	0	0	0	0	0
61732	938	3172	158002	47266	48415	56580	0	3053	2610	2494	8076	149915	136169	238824	21833	523	21436	397	20681	20913	755	523	194	426	77	21436	949	21436	3184	3114	70	18322	3114	12631569	265892	233815	3401753	1201	547	4962895	0	0	0	0	0
269138	327	0	1077470	301274	327863	400547	0	21827	18559	17605	57473	1019946	1074606	1340980	2864	1	86	2778	85	85	1	1	1	1	0	86	2	86	0	0	0	86	0	13709647	268759	233901	3671046	1201	547	5394337	0	0	0	0	0
61343	949	3009	157323	47221	47848	56776	0	2897	2555	2512	7863	149435	135752	237470	21571	500	21197	374	20447	20697	750	500	161	411	104	21197	911	21197	3026	2970	56	18227	2970	13867575	290332	255098	3732535	131	3517	5448710	0	0	0	0	0
269281	402	0	1076034	300373	327175	400850	0	21630	18346	17789	57290	1018694	1073163	1339452	2871	0	104	2767	102	104	2	0	0	2	0	104	2	104	0	0	0	104	0	14944268	293203	255202	4001974	131	3517	5880141	0	0	0	0	0
61281	902	3188	157123	46981	48387	56436	0	2955	2509	2467	7828	149276	135264	237762	21859	506	21458	401	20740	20952	718	506	207	419	96	21458	925	21458	3202	3136	66	18322	3136	15102037	315064	276660	4063395	3333	2557	5934514	0	0	0	0	0

processed_m4670_ME11_2600_test40_SRCoff_170718_121821_TMBCounters.txt																																													
alct0 valid pattern flag received	alct1 valid pattern flag received	raw hits readout   	Pretrigger   	Pretrigger on CFEB0	Pretrigger on CFEB1	Pretrigger on CFEB2	Pretrigger on CFEB3	Pretrigger on CFEB4	Pretrigger on CFEB5	Pretrigger on CFEB6	Pretrigger on ME1A CFEB 4-6 only	Pretrigger on ME1B CFEBs 0-3 only	Discarded, CLCT0 invalid pattern after drift	BX pretrig waiting for triads to dissipate	clct0 sent to TMB matching section	clct1 sent to TMB matching section	TMB accepted alct	TMB match reject event  	Matching found one ALCT	Matching found one CLCT	Matching found two ALCTs	Matching found two CLCTs	ALCT0 copied into ALCT1 to make 2nd LCT	CLCT0 copied into CLCT1 to make 2nd LCT	LCT1 has higher quality than LCT0 	Transmitted LCT0 to MPC	Transmitted LCT1 to MPC	MPC rejected both LCT0 and LCT1	L1A received   	L1A received, TMB in L1A window	L1A received, no TMB in window	TMB triggered, no L1A in window	TMB readouts completed	Pretrigger counter   	CLCT counter   	TMB trigger counter	ALCTs received counter	L1As received counter 	Readout counter 	Orbit counter	CLCT pre-trigger and ALCT coincidence counter	CFEB0 active flag sent to DMB for readout	CFEB1 active flag sent to DMB for readout	CFEB2 active flag sent to DMB for readout	CFEB3 active flag sent to DMB for readout
42394	552	2687	85701	24619	28494	30615	0	1045	1136	1006	3157	82544	82095	115564	3606	76	3440	166	3242	3364	198	76	18	140	17	3440	216	3440	2776	698	2078	2742	698	154746	3748	3441	60229	2776	698	104813	0	0	0	0	0
152302	114	0	590793	160704	192771	218171	0	8436	8639	8159	25009	565776	589484	731850	1309	0	20	1289	19	20	1	0	0	1	0	20	1	20	0	0	0	20	0	745878	5058	3461	212615	2776	698	536243	0	0	0	0	0
42334	570	2813	84982	24305	28128	30405	0	1079	1171	1033	3252	81729	81364	114615	3618	69	3422	196	3224	3353	198	69	15	144	14	3422	213	3422	2919	743	2176	2679	743	831164	8676	6883	255039	1599	1441	590628	0	0	0	0	0
152374	100	0	590417	160620	193346	217336	0	8482	8717	7975	24963	565447	589201	731331	1216	1	20	1196	20	19	0	1	1	0	1	20	1	20	0	0	0	20	0	1421922	9892	6903	407494	1599	1441	1022059	0	0	0	0	0
