processed_m4552_ME21_HV0_test40_SRCoff_170716_073909_TMBCounters.txt																																													
alct0 valid pattern flag received	alct1 valid pattern flag received	raw hits readout   	Pretrigger   	Pretrigger on CFEB0	Pretrigger on CFEB1	Pretrigger on CFEB2	Pretrigger on CFEB3	Pretrigger on CFEB4	Pretrigger on CFEB5	Pretrigger on CFEB6	Pretrigger on ME1A CFEB 4-6 only	Pretrigger on ME1B CFEBs 0-3 only	Discarded, CLCT0 invalid pattern after drift	BX pretrig waiting for triads to dissipate	clct0 sent to TMB matching section	clct1 sent to TMB matching section	TMB accepted alct	TMB match reject event  	Matching found one ALCT	Matching found one CLCT	Matching found two ALCTs	Matching found two CLCTs	ALCT0 copied into ALCT1 to make 2nd LCT	CLCT0 copied into CLCT1 to make 2nd LCT	LCT1 has higher quality than LCT0 	Transmitted LCT0 to MPC	Transmitted LCT1 to MPC	MPC rejected both LCT0 and LCT1	L1A received   	L1A received, TMB in L1A window	L1A received, no TMB in window	TMB triggered, no L1A in window	TMB readouts completed	Pretrigger counter   	CLCT counter   	TMB trigger counter	ALCTs received counter	L1As received counter 	Readout counter 	Orbit counter	CLCT pre-trigger and ALCT coincidence counter	CFEB0 active flag sent to DMB for readout	CFEB1 active flag sent to DMB for readout	CFEB2 active flag sent to DMB for readout	CFEB3 active flag sent to DMB for readout
52159	2509	3174	53027	19275	15230	11712	9556	0	0	0	0	0	7539	156721	45488	1954	45191	297	42978	43239	2213	1952	630	891	346	45191	2843	45191	3190	3147	43	42044	3147	58760	45543	45221	52468	3190	3147	104930	23092	21732	19606	15290	11052
925	15	0	16628	4006	3886	3072	5760	0	0	0	0	0	16477	21133	151	4	90	61	84	86	6	4	0	2	1	90	6	90	0	0	0	90	0	75423	45694	45311	53399	3190	3147	252975	99	4576	5121	3755	6039
324	4	0	6108	1454	1441	1152	2098	0	0	0	0	0	6059	7744	49	1	22	27	22	21	0	1	1	0	0	22	1	22	0	0	0	22	0	81537	45743	45333	53723	3190	3147	307361	32	1663	1874	1407	2211
891	9	0	16745	3980	3846	3067	5938	0	0	0	0	0	16597	21153	148	3	92	56	88	89	4	3	2	3	1	92	6	92	0	0	0	92	0	98290	45891	45425	54615	3190	3147	455398	97	4558	5052	3732	6194
332	4	0	6202	1476	1440	1135	2183	0	0	0	0	0	6146	7856	56	0	31	25	29	31	2	0	0	2	0	31	2	31	0	0	0	31	0	104504	45948	45457	54948	3190	3147	509786	33	1698	1880	1392	2279
919	9	0	16629	4162	3666	3082	5810	0	0	0	0	0	16485	21069	144	1	87	57	83	86	4	1	0	3	0	87	4	87	0	0	0	87	0	121149	46092	45544	55869	3190	3147	657823	98	4710	4879	3771	6072
54245	2573	3245	55009	19990	16110	12063	9642	0	0	0	0	0	7658	162813	47351	2064	47059	292	44776	44998	2283	2061	741	963	347	47059	3024	47059	3265	3205	60	43854	3205	176169	93443	92603	110115	2359	2256	712195	24420	22599	20721	15708	11207
893	11	0	16539	4115	3777	3081	5668	0	0	0	0	0	16363	20985	176	4	101	75	97	97	4	4	2	2	0	101	6	101	0	0	0	101	0	192713	93619	92704	111010	2359	2256	860244	104	4653	5020	3732	5957
51131	2469	3072	52117	19016	15099	11375	9267	0	0	0	0	0	7525	153671	44592	1908	44310	282	42120	42404	2190	1906	643	927	342	44310	2833	44310	3088	3049	39	41261	3049	244840	138211	137014	162141	1351	1209	914619	22799	21542	19367	14805	10826
961	17	0	16692	3912	3796	3185	5902	0	0	0	0	0	16500	21263	192	5	111	81	103	106	8	5	2	5	1	111	10	111	0	0	0	111	0	261546	138403	137125	163103	1351	1209	1062669	104	4434	4928	3873	6140
