processed_m4451_ME11_HV0_test40_SRCoff_170714_045952_TMBCounters.txt																																													
alct0 valid pattern flag received	alct1 valid pattern flag received	raw hits readout   	Pretrigger   	Pretrigger on CFEB0	Pretrigger on CFEB1	Pretrigger on CFEB2	Pretrigger on CFEB3	Pretrigger on CFEB4	Pretrigger on CFEB5	Pretrigger on CFEB6	Pretrigger on ME1A CFEB 4-6 only	Pretrigger on ME1B CFEBs 0-3 only	Discarded, CLCT0 invalid pattern after drift	BX pretrig waiting for triads to dissipate	clct0 sent to TMB matching section	clct1 sent to TMB matching section	TMB accepted alct	TMB match reject event  	Matching found one ALCT	Matching found one CLCT	Matching found two ALCTs	Matching found two CLCTs	ALCT0 copied into ALCT1 to make 2nd LCT	CLCT0 copied into CLCT1 to make 2nd LCT	LCT1 has higher quality than LCT0 	Transmitted LCT0 to MPC	Transmitted LCT1 to MPC	MPC rejected both LCT0 and LCT1	L1A received   	L1A received, TMB in L1A window	L1A received, no TMB in window	TMB triggered, no L1A in window	TMB readouts completed	Pretrigger counter   	CLCT counter   	TMB trigger counter	ALCTs received counter	L1As received counter 	Readout counter 	Orbit counter	CLCT pre-trigger and ALCT coincidence counter	CFEB0 active flag sent to DMB for readout	CFEB1 active flag sent to DMB for readout	CFEB2 active flag sent to DMB for readout	CFEB3 active flag sent to DMB for readout
37420	508	1964	62860	17511	21516	22356	0	724	808	730	2245	60614	61488	81659	1372	31	1254	118	1143	1223	111	31	11	91	9	1254	122	1254	2306	240	2066	1014	240	115077	1469	1255	52340	2306	240	104802	0	0	0	0	0
44394	33	0	154031	41744	51687	56039	0	2010	2184	1911	6052	147979	153758	190425	273	0	3	270	3	3	0	0	0	0	0	3	0	3	0	0	0	3	0	269222	1742	1258	96768	2306	240	252851	0	0	0	0	0
37546	455	2019	62503	17370	21380	22301	0	737	777	721	2213	60289	61118	81261	1385	37	1258	127	1143	1221	115	37	8	86	10	1258	123	1258	2369	230	2139	1028	230	331847	3128	2516	134353	579	470	307225	0	0	0	0	0
43839	26	0	153569	41583	51587	55925	0	2040	2067	2014	6069	147500	153295	189972	274	0	2	272	2	2	0	0	0	0	0	2	0	2	0	0	0	2	0	485540	3402	2518	178244	579	470	455274	0	0	0	0	0
36871	521	2033	62086	17207	21429	21981	0	700	789	783	2248	59837	60717	80639	1369	38	1228	141	1104	1190	124	38	9	95	5	1228	133	1228	2388	249	2139	979	249	547754	4772	3746	215143	2967	719	509649	0	0	0	0	0
44049	27	0	153823	41689	51357	56346	0	1982	2050	1965	5943	147879	153543	190103	280	0	5	275	5	5	0	0	0	0	0	5	0	5	0	0	0	5	0	701708	5054	3751	259224	2967	719	657697	0	0	0	0	0
36299	479	1900	61805	16974	21160	22111	0	789	799	709	2274	59529	60455	80253	1350	38	1215	135	1098	1177	117	38	8	87	4	1215	125	1215	2218	239	1979	976	239	763667	6404	4966	295558	1089	958	712070	0	0	0	0	0
43731	33	0	154827	41833	51811	56853	0	2017	2003	1929	5905	148922	154566	191555	261	0	1	260	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	918614	6665	4967	339316	1089	958	860109	0	0	0	0	0
37909	520	2122	62896	17342	21505	22494	0	820	803	710	2313	60581	61443	82143	1453	26	1329	124	1217	1303	112	26	7	93	2	1329	119	1329	2427	243	2184	1086	243	981618	8118	6296	377254	3516	1201	914494	0	0	0	0	0
43794	26	0	153661	41756	51054	56313	0	2044	2105	1963	6061	147598	153351	190050	310	0	5	305	5	5	0	0	0	0	0	5	0	5	0	0	0	5	0	1135401	8429	6301	421083	3516	1201	1062532	0	0	0	0	0
